Key_Dataset,Key_Run,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,Correlation_coefficient,Number_unclassified,Percent_unclassified,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumRules,measureKernelEvaluations,measureCacheHits
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0170609103400003E7,359.0,186.0,0.9279055186992958,1.2392458720077948,139.5887736215698,137.28893997798107,0.3855968482678669,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,5.15,0.003,5.078125,0.015625,5078.125,15.625,138318.0,109028.0,58339.0,NaN,NaN,?,?,?,?
'Suite_en_la_onset_pas-weka.filters.unsupervised.attribute.Remove-R33-37,39-45',1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,2.0170609103400003E7,359.0,186.0,0.6248423484532245,0.8356779998748587,93.99769197371558,92.57997089783092,0.3907728068491813,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.018,0.0,0.015625,0.0,15.625,0.0,14618.0,109028.0,58339.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.trees.M5P,'-M 4.0',-6118439039768244417,2.0170609103400003E7,359.0,186.0,0.06577607136806414,0.08675506189196022,97.12458120492374,96.20702972482012,0.3058408915088455,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.046,0.0,0.046875,0.0,46.875,0.0,25947.0,109033.0,58344.0,NaN,NaN,?,4.0,?,?
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170609103400003E7,359.0,186.0,0.07782258064516129,0.11036656907729114,114.9123898135017,122.39101166302501,0.21086123640369456,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.007,0.0,0.015625,0.0,15.625,111621.0,109033.0,58344.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 2 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170609103400003E7,359.0,186.0,0.0685483870967742,0.09846563111437757,101.21816719323985,109.19346598232312,0.17164839470045185,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.011,0.0,0.015625,0.0,15.625,111629.0,109033.0,58344.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170609103400003E7,359.0,186.0,0.06750672043010755,0.09547252673002349,99.68004798589163,105.87426274282052,0.14722105185111767,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.012,0.0,0.015625,0.0,15.625,111645.0,109033.0,58344.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,2.0170609103400003E7,359.0,186.0,0.0694220430107527,0.09603455236869653,102.50820265746742,106.49752109970193,0.05532305302846097,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.014,0.0,0.015625,0.0,15.625,111677.0,109033.0,58344.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.functions.SMOreg,'-C 1.0 -N 0 -I \"weka.classifiers.functions.supportVector.RegSMOImproved -T 0.001 -V -P 1.0E-12 -L 0.001 -W 1\" -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\"',-7149606251113102827,2.0170609103400003E7,359.0,186.0,0.07226509894046909,0.09801475209320408,106.70624323320708,108.69346367183711,0.1137438172230854,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.142,0.0,0.140625,0.0,140.625,0.0,231718.0,109033.0,58344.0,NaN,NaN,?,?,64620.0,5535339.0
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0170609103400003E7,359.0,186.0,0.12306049771455362,0.17042430545014245,181.71044659256702,188.9920410718205,0.22567510579731012,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,5.171,0.002,5.015625,0.0,5015.625,0.0,138327.0,109033.0,58344.0,NaN,NaN,?,?,?,?
'Suite_en_la_v2_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45',1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,2.0170609103400003E7,359.0,186.0,0.07065990750839812,0.0937421340099706,104.33602649099345,103.95534365933165,0.11953539511243792,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,0.019,0.0,0.015625,0.0,15.625,0.0,14564.0,109033.0,58344.0,NaN,NaN,?,?,?,?
